,direction,energy,field,filename,functional,molecule,multiplicity,no_scf_cycles,orbital_threshold,precision,property_threshold,u_norm,u_x,u_y,u_z,walltime
141,y,-175.4659515149804,-0.001,hof_pbe_-0001_y.out,pbe,hof,1,12,1e-06,1e-07,-1.0,0.71596006079,-0.63700276961,-0.01013290217,0.32668578856,5785.072
142,x,-34.32734916182508,+0.001,libh4_lda_+0001_x.out,lda,libh4,1,9,1e-06,1e-07,-1.0,2.3251592836,0.032375937654,-3.2243437739e-05,-2.3249338682,3668.225
143,non,-128.984966563445,0,no_lda_000.out,lda,no,2,36,1e-06,1e-07,-1.0,0.096369998897,-1.0003127532e-11,-1.0174027022e-11,0.096369998897,3231.479
144,y,-394.4286083158697,-0.001,np_lda_-0001_y.out,lda,np,1,14,1e-06,1e-07,-1.0,1.1071310124,-1.4467377354e-11,-0.024717661193,-1.1068550564,7418.021
145,y,-418.2035710031536,-0.001,ph3o_pbe_-0001_y.out,pbe,ph3o,1,11,1e-06,1e-07,-1.0,1.3679587278,-3.1723791364e-05,-0.029440998248,-1.3676418784,7809.996
146,x,-7.34402853503039,+0.001,li_lda_+0001_x.out,lda,li,2,9,1e-06,1e-07,-1.0,0.14377801631,0.14377801631,-2.0030036979e-12,-1.9244567268e-12,1303.363
147,x,-587.7630471906828,-0.001,nocl_lda_-0001_x.out,lda,nocl,1,19,1e-06,1e-07,-1.0,0.61569555247,0.29241015965,0.5418277511,-1.7879083285e-09,15527.15
148,non,-1.166698266005809,0,h2_pbe_000.out,pbe,h2,1,8,1e-06,1e-07,-1.0,4.1807040699e-08,-1.3106895257e-12,-1.34390322e-12,4.1807040657e-08,272.817
149,y,-92.66066451486245,+0.001,hcn_lda_+0001_y.out,lda,hcn,1,12,1e-06,1e-07,-1.0,1.1817145757,-7.8482281406e-10,0.014727652182,1.1816227971,4877.758
150,x,-54.13680275667723,-0.001,n_lda_-0001_x.out,lda,n,4,9,1e-06,1e-07,-1.0,0.008185515538,-0.008185515538,-4.8655787198e-12,-4.6700740673e-12,2604.21
151,y,-436.9833469079111,-0.001,ch3sh_lda_-0001_y.out,lda,ch3sh,1,10,1e-06,1e-07,-1.0,0.60665724028,-0.47193334973,0.36871635218,0.096747983103,5390.275
152,y,-99.93376517672512,-0.001,hbo_lda_-0001_y.out,lda,hbo,1,9,1e-06,1e-07,-1.0,1.0325591627,-9.1207806701e-12,-0.015126654724,-1.0324483565,2862.804
153,z,-920.0544669507776,+0.001,cl2_pbe_+0001_z.out,pbe,cl2,1,11,1e-06,1e-07,-1.0,0.042871961711,-7.376032082e-12,4.9161283077e-10,0.042871961711,9695.133
154,x,-128.2334827612829,-0.001,ne_lda_-0001_x.out,lda,ne,1,5,1e-06,1e-07,-1.0,0.0030497859588,-0.0030497859588,-7.2660010479e-12,-6.9870333002e-12,1355.731
155,x,-113.6505070294126,+0.001,hcho_lda_+0001_x.out,lda,hcho,1,12,1e-06,1e-07,-1.0,0.89875043887,0.01369522391,-1.4010402347e-11,-0.89864608841,4645.961
156,z,-111.7867515464866,-0.001,n2h4_pbe_-0001_z.out,pbe,n2h4,1,10,1e-06,1e-07,-1.0,1.0138515907,-2.8351875383e-11,-4.1775438038e-11,1.0138515907,6635.933
157,non,-486.0672050468474,0,bh2cl_pbe_000.out,pbe,bh2cl,1,22,1e-06,1e-07,-1.0,0.17242433816,2.8216762012e-10,3.4587580211e-09,-0.17242433816,2287.064
158,x,-418.2028610552318,-0.001,ph2oh_pbe_-0001_x.out,pbe,ph2oh,1,11,1e-06,1e-07,-1.0,0.28698879734,-0.22160749792,-0.02985643296,-0.1798924125,9196.576
159,y,-55.17686717582354,+0.001,nh_pbe_+0001_y.out,pbe,nh,3,12,1e-06,1e-07,-1.0,0.58306734959,-3.3095786394e-12,0.0099531442797,0.58298239174,4887.462
160,non,-39.79284225366683,0,ch3_pbe_000.out,pbe,ch3,2,17,1e-06,1e-07,-1.0,6.4009874101e-06,-6.4009873964e-06,-4.1879599918e-10,-4.4542724627e-13,1932.619
161,x,-794.9026045491705,+0.001,s2h2_lda_+0001_x.out,lda,s2h2,1,12,1e-06,1e-07,-1.0,0.45010434624,0.040539697184,0.0024294938315,0.44826839395,9701.526
162,non,-75.91339105164357,0,h2o_lda_000.out,lda,h2o,1,15,1e-06,1e-07,-1.0,0.72999327165,-6.5696320501e-12,3.8755361853e-12,-0.72999327165,635.3548
163,z,-527.3461471666794,-0.001,ar_pbe_-0001_z.out,pbe,ar,1,7,1e-06,1e-07,-1.0,0.011940836683,-1.18578416e-11,-1.2487889716e-11,-0.011940836683,3148.576
164,non,-150.2594934327103,0,o2_pbe_000.out,pbe,o2,3,18,1e-06,1e-07,-1.0,1.353777277e-06,-1.0291293573e-11,-1.0528554701e-11,1.3537772769e-06,2445.284
165,non,-175.4659465344554,0,hof_pbe_000.out,pbe,hof,1,42,1e-06,1e-07,-1.0,0.71589276815,-0.6370044545,-9.3577196217e-08,0.32669217994,2926.893
166,x,-109.4602558948001,-0.001,n2_pbe_-0001_x.out,pbe,n2,1,8,1e-06,1e-07,-1.0,0.01066893138,-0.01066893138,-9.297406365e-12,3.2723629216e-10,3252.212
167,z,-78.50870402642207,-0.001,c2h4_pbe_-0001_z.out,pbe,c2h4,1,11,1e-06,1e-07,-1.0,0.036302245778,-2.5318035522e-11,-6.9959146721e-12,-0.036302245778,6719.041
168,x,-225.3406703317364,+0.001,o3_pbe_+0001_x.out,pbe,o3,1,19,1e-06,1e-07,-1.0,0.25117534874,0.012339732373,2.7211477516e-09,-0.25087205269,13876.28
169,x,-15.86570567956943,+0.001,beh2_pbe_+0001_x.out,pbe,beh2,1,8,1e-06,1e-07,-1.0,0.021524480641,0.021524480641,-3.9258590379e-12,-3.8721056669e-12,1932.274
170,z,-1318.130736641853,-0.001,scl2_pbe_-0001_z.out,pbe,scl2,1,13,1e-06,1e-07,-1.0,0.068343756468,6.6647727046e-08,4.5247750487e-09,0.068343756468,17244.32
171,y,-15.86570567956941,+0.001,beh2_pbe_+0001_y.out,pbe,beh2,1,8,1e-06,1e-07,-1.0,0.021524480641,-3.8159085182e-12,0.021524480641,-3.8719873936e-12,2150.315
172,y,-225.3406796144324,+0.001,o3_pbe_+0001_y.out,pbe,o3,1,22,1e-06,1e-07,-1.0,0.25281965643,-1.5853283942e-11,0.031395817799,-0.25086267419,15887.59
173,z,-176.1047713777878,-0.001,fh-oh_pbe_-0001_z.out,pbe,fh-oh,2,18,1e-06,1e-07,-1.0,1.3068580403,0.64654650224,-2.6590772513e-07,-1.1357180803,19145.78
174,non,-14.95603662056452,0,li2_pbe_000.out,pbe,li2,1,11,1e-06,1e-07,-1.0,6.5762434023e-07,-3.940230874e-12,-4.0124072257e-12,-6.576243402e-07,615.2189
175,z,-187.2869783838969,-0.001,co2_lda_-0001_z.out,lda,co2,1,10,1e-06,1e-07,-1.0,0.026734195874,-1.4648076019e-11,-1.500470435e-11,-0.026734195874,5381.731
176,z,-290.6904438515504,-0.001,sih4_lda_-0001_z.out,lda,sih4,1,8,1e-06,1e-07,-1.0,0.034051350849,5.1753127949e-12,-1.1249492996e-11,-0.034051350849,3818.605
177,y,-109.4602558947999,-0.001,n2_pbe_-0001_y.out,pbe,n2,1,8,1e-06,1e-07,-1.0,0.01066893138,-9.237173968e-12,-0.01066893138,3.2723519138e-10,3537.429
178,non,-422.0317785566611,0,hbs_lda_000.out,lda,hbs,1,25,1e-06,1e-07,-1.0,0.47251404861,1.09284598e-08,-8.8196181975e-09,0.47251404861,2178.63
179,z,-115.6422187808548,+0.001,ch3oh_pbe_+0001_z.out,pbe,ch3oh,1,11,1e-06,1e-07,-1.0,0.62789830883,0.51708708701,0.35555759545,0.021354788721,6042.935
180,z,-213.0020952689419,-0.001,fco_pbe_-0001_z.out,pbe,fco,2,19,1e-06,1e-07,-1.0,0.29829501778,-0.29521938078,0.040064929717,-0.014840358892,20138.14
181,y,-794.9026137556434,+0.001,s2h2_lda_+0001_y.out,lda,s2h2,1,13,1e-06,1e-07,-1.0,0.45212474586,0.0024308961081,0.058954721075,0.44825798088,11109.56
182,y,-418.2027060200426,-0.001,ph2oh_pbe_-0001_y.out,pbe,ph2oh,1,12,1e-06,1e-07,-1.0,0.26469885967,-0.18515925286,-0.066800376974,-0.17697244708,10439.02
183,x,-55.17686717582349,+0.001,nh_pbe_+0001_x.out,pbe,nh,3,12,1e-06,1e-07,-1.0,0.58306734959,0.0099531442817,-6.7582647917e-12,0.58298239174,4931.715
184,y,-128.2334827636813,-0.001,ne_lda_-0001_y.out,lda,ne,1,5,1e-06,1e-07,-1.0,0.0030497859647,-6.9502876602e-12,-0.0030497859647,-6.9872768941e-12,1360.498
185,y,-113.6505100398359,+0.001,hcho_lda_+0001_y.out,lda,hcho,1,11,1e-06,1e-07,-1.0,0.89882546508,1.7562171855e-10,0.019717767167,-0.89860916217,4342.498
186,x,-99.93376517672357,-0.001,hbo_lda_-0001_x.out,lda,hbo,1,9,1e-06,1e-07,-1.0,1.0325591627,-0.015126654697,-9.0808575716e-12,-1.0324483565,3064.329
187,non,-394.4285959292133,0,np_lda_000.out,lda,np,1,21,1e-06,1e-07,-1.0,1.106864055,-1.4366136497e-11,-1.4813589329e-11,-1.106864055,1825.546
188,x,-436.984229577174,-0.001,ch3sh_lda_-0001_x.out,lda,ch3sh,1,12,1e-06,1e-07,-1.0,0.66558392459,-0.5186400116,0.4060653718,0.095527026902,6535.782
189,y,-54.13680275656068,-0.001,n_lda_-0001_y.out,lda,n,4,9,1e-06,1e-07,-1.0,0.0081855155369,-4.6489997189e-12,-0.0081855155369,-4.6691473418e-12,2589.564
190,x,-92.6606645148688,+0.001,hcn_lda_+0001_x.out,lda,hcn,1,12,1e-06,1e-07,-1.0,1.1817145757,0.014727652176,-1.5994677939e-09,1.1816227972,4958.923
191,z,-189.6533315305433,+0.001,hcooh_pbe_+0001_z.out,pbe,hcooh,1,17,1e-06,1e-07,-1.0,0.55779596427,-0.55086397682,-0.085947466927,0.017269908163,13272.81
192,z,-99.26049676889684,-0.001,bo_lda_-0001_z.out,lda,bo,2,14,1e-06,1e-07,-1.0,0.88894403825,-8.0786024602e-12,-8.220895763e-12,-0.88894403825,8007.784
193,z,-91.95731593738907,+0.001,cn_lda_+0001_z.out,lda,cn,2,22,1e-06,1e-07,-1.0,0.47388317338,1.2212578699e-07,2.5035297088e-07,0.47388317338,12045.13
194,z,-434.5364200309004,-0.001,cs_lda_-0001_z.out,lda,cs,1,10,1e-06,1e-07,-1.0,0.78469998798,-2.5548592078e-08,3.6774723921e-09,0.78469998798,5170.251
195,x,-418.2035710068591,-0.001,ph3o_pbe_-0001_x.out,pbe,ph3o,1,12,1e-06,1e-07,-1.0,1.367958768,-0.029456227693,-8.9184714993e-10,-1.3676415911,8395.228
196,x,-394.4286083158694,-0.001,np_lda_-0001_x.out,lda,np,1,14,1e-06,1e-07,-1.0,1.1071310124,-0.024717661193,-1.4903238219e-11,-1.1068550564,7449.903
197,y,-587.7628263507088,-0.001,nocl_lda_-0001_y.out,lda,nocl,1,21,1e-06,1e-07,-1.0,0.59584314753,0.31406707582,0.50635059825,-6.3815058745e-10,16357.78
198,non,-99.49021843527598,0,licn_lda_000.out,lda,licn,1,21,1e-06,1e-07,-1.0,2.6770418105,2.5015551756,-0.95329667916,-8.9838159675e-09,984.0462
199,y,-7.34402853503039,+0.001,li_lda_+0001_y.out,lda,li,2,9,1e-06,1e-07,-1.0,0.14377801631,-1.9104439147e-12,0.14377801631,-1.9231181449e-12,1303.998
200,non,-92.6380970896263,0,hnc_lda_000.out,lda,hnc,1,18,1e-06,1e-07,-1.0,1.2337215402,-1.0646167139e-07,-2.1822642391e-07,1.2337215402,897.6043
201,y,-34.32734913142188,+0.001,libh4_lda_+0001_y.out,lda,libh4,1,9,1e-06,1e-07,-1.0,2.3251589367,-6.9607794803e-12,0.032345827796,-2.3249339407,3650.703
202,y,-748.9181813801569,-0.001,sih3cl_lda_-0001_y.out,lda,sih3cl,1,10,1e-06,1e-07,-1.0,0.4986926431,2.2979985757e-10,-0.041339824084,-0.49697622803,8670.939
203,x,-175.4665890151615,-0.001,hof_pbe_-0001_x.out,pbe,hof,1,17,1e-06,1e-07,-1.0,0.72615811131,-0.64812607095,-4.6020852569e-09,0.32747243971,7547.526
204,z,-7.921835746058116,-0.001,lih_lda_-0001_z.out,lda,lih,1,9,1e-06,1e-07,-1.0,2.2388591685,-2.5802232793e-12,-2.669346961e-12,-2.2388591685,1550.675
205,z,-55.42618050138272,+0.001,nh2_lda_+0001_z.out,lda,nh2,2,9,1e-06,1e-07,-1.0,0.71621452453,-5.9490103678e-12,-4.6687735996e-12,0.71621452453,3464.723
206,non,-622.2977757302431,0,nacl_pbe_000.out,pbe,nacl,1,18,1e-06,1e-07,-1.0,3.3402603958,3.9812608888e-09,1.5066126618e-07,-3.3402603958,1805.367
207,x,-77.82722308347633,+0.001,c2h3_pbe_+0001_x.out,pbe,c2h3,2,17,1e-06,1e-07,-1.0,0.26292032809,-0.21800222764,-0.14697662286,-6.5567359872e-12,13511.9
208,z,-65.85388585478917,+0.001,ch3bh2_pbe_+0001_z.out,pbe,ch3bh2,1,11,1e-06,1e-07,-1.0,0.28725165429,0.039239293072,-0.28292247813,0.030473958366,6087.551
209,x,-14.62997077980531,-0.001,be_pbe_-0001_x.out,pbe,be,1,8,1e-06,1e-07,-1.0,0.042904077028,-0.042904077028,-2.7153553469e-12,-2.6021376614e-12,1317.725
210,y,-858.051077987457,-0.001,scl_pbe_-0001_y.out,pbe,scl,2,12,1e-06,1e-07,-1.0,0.077505115997,-0.00035002883104,-0.031852678338,0.070656403589,19449.34
211,x,-381.0461609582361,-0.001,ch2ph_pbe_-0001_x.out,pbe,ch2ph,1,12,1e-06,1e-07,-1.0,0.30767936221,0.2713127667,-7.73320949e-10,0.14510676262,8904.487
212,y,-83.87326376549899,-0.001,h2o-li_pbe_-0001_y.out,pbe,h2o-li,2,17,1e-06,1e-07,-1.0,0.92104183294,0.054214902054,-0.10133731627,0.91384328566,16198.92
213,z,-174.8060750466119,-0.001,of_pbe_-0001_z.out,pbe,of,2,20,1e-06,1e-07,-1.0,0.061657105674,-2.2596931996e-11,8.1452671424e-10,0.061657105674,16964.98
214,y,-290.0510182833414,+0.001,sih3_lda_+0001_y.out,lda,sih3,2,11,1e-06,1e-07,-1.0,0.038713874275,1.1989732033e-11,0.036620193756,0.01255888015,8237.048
215,y,-130.4080163995222,-0.001,hno_pbe_-0001_y.out,pbe,hno,1,13,1e-06,1e-07,-1.0,0.60090530992,-1.065867727e-11,-0.51842473358,0.30384697975,5109.486
216,x,-75.91161332259966,+0.001,c2h_lda_+0001_x.out,lda,c2h,2,29,1e-06,1e-07,-1.0,0.30817051236,0.025910871052,-1.7526181799e-09,0.30707929179,19705.48
217,non,-434.5372242371885,0,cs_lda_000.out,lda,cs,1,26,1e-06,1e-07,-1.0,0.82371913869,-2.0907902026e-07,3.023909449e-08,0.82371913869,2154.043
218,y,-25.88594388603347,+0.001,bh2_pbe_+0001_y.out,pbe,bh2,2,10,1e-06,1e-07,-1.0,0.22422350761,-4.5577957946e-12,0.22422350761,-3.3076476128e-12,4373.458
219,x,-496.0486667102425,+0.001,sf_lda_+0001_x.out,lda,sf,2,15,1e-06,1e-07,-1.0,0.22436719247,0.020916397798,0.00048878782893,-0.22338957551,19135.13
220,y,-363.1112449387437,-0.001,sio_lda_-0001_y.out,lda,sio,1,11,1e-06,1e-07,-1.0,1.174013552,2.6418167432e-11,-0.028132306617,-1.1736764433,7009.862
221,y,-95.05430058385446,+0.001,ch3nh2_lda_+0001_y.out,lda,ch3nh2,1,10,1e-06,1e-07,-1.0,0.56242160151,-0.10809581293,0.55193600451,5.8996071654e-10,5201.177
222,x,-99.85194613148246,-0.001,hf_lda_-0001_x.out,lda,hf,1,8,1e-06,1e-07,-1.0,0.70616845375,-0.005918057335,3.6977723517e-10,0.70614365512,2024.983
223,z,-511.3395934270544,+0.001,cso_pbe_+0001_z.out,pbe,cso,1,12,1e-06,1e-07,-1.0,0.24806179035,7.7298081752e-11,-3.3410298409e-11,-0.24806179035,10799.82
224,y,-342.1725510312664,+0.001,alf_pbe_+0001_y.out,pbe,alf,1,9,1e-06,1e-07,-1.0,0.54216078398,-2.5298816691e-11,0.042176368939,-0.54051777916,6045.202
225,x,-515.9223337444333,-0.001,nh2cl_pbe_-0001_x.out,pbe,nh2cl,1,13,1e-06,1e-07,-1.0,0.74331650909,0.32024473976,-0.48953558477,0.45860402374,10279.09
226,z,-54.13680275647595,+0.001,n_lda_+0001_z.out,lda,n,4,9,1e-06,1e-07,-1.0,0.008185515544,-4.6451416191e-12,-4.8653080111e-12,0.008185515544,2585.414
227,x,-920.0544587235784,-0.001,cl2_pbe_-0001_x.out,pbe,cl2,1,12,1e-06,1e-07,-1.0,0.026335585465,-0.026335585465,-2.2796773999e-11,-1.5751570749e-08,12158.02
228,z,-128.2334827627666,+0.001,ne_lda_+0001_z.out,lda,ne,1,5,1e-06,1e-07,-1.0,0.003049785944,-6.9524924476e-12,-7.2603988668e-12,0.003049785944,1376.918
229,z,-113.6514106696551,-0.001,hcho_lda_-0001_z.out,lda,hcho,1,12,1e-06,1e-07,-1.0,0.92231082146,9.1546068881e-11,-1.0243682419e-11,-0.92231082146,4759.947
230,x,-111.7877884251388,+0.001,n2h4_pbe_+0001_x.out,pbe,n2h4,1,11,1e-06,1e-07,-1.0,1.0375924818,0.022507738582,0.0003275848415,1.0373482793,7171.119
231,z,-7.344028535030397,-0.001,li_lda_-0001_z.out,lda,li,2,9,1e-06,1e-07,-1.0,0.14377801632,-1.9111081545e-12,-2.0045921321e-12,-0.14377801632,1294.038
232,z,-587.7633681683487,+0.001,nocl_lda_+0001_z.out,lda,nocl,1,18,1e-06,1e-07,-1.0,0.64290786247,0.32591087239,0.55367096297,0.023687288715,14752.16
233,y,-91.95686390055994,-0.001,cn_lda_-0001_y.out,lda,cn,2,20,1e-06,1e-07,-1.0,0.44745330733,-7.046861653e-11,-0.016980887889,0.44713097822,11848.74
234,y,-434.5372365471049,+0.001,cs_lda_+0001_y.out,lda,cs,1,12,1e-06,1e-07,-1.0,0.82409001109,-2.5943981503e-09,0.024613658467,0.82372235261,6264.17
235,y,-99.2596263783028,+0.001,bo_lda_+0001_y.out,lda,bo,2,13,1e-06,1e-07,-1.0,0.86863693383,-8.0746106836e-12,0.016672089448,-0.86847692212,6862.23
236,y,-189.6534217774936,-0.001,hcooh_pbe_-0001_y.out,pbe,hcooh,1,15,1e-06,1e-07,-1.0,0.5635325774,-0.55221157449,-0.11238924677,2.4998519265e-09,11481.73
237,z,-109.4602582385875,+0.001,n2_pbe_+0001_z.out,pbe,n2,1,10,1e-06,1e-07,-1.0,0.015412581602,-9.2471878101e-12,-9.371817013e-12,0.015412581602,4335.815
238,y,-290.6904438515497,+0.001,sih4_lda_+0001_y.out,lda,sih4,1,8,1e-06,1e-07,-1.0,0.034051351071,2.6087457918e-12,0.034051351071,-2.9713144366e-11,3938.038
239,y,-187.2869716607762,+0.001,co2_lda_+0001_y.out,lda,co2,1,10,1e-06,1e-07,-1.0,0.013313396257,-1.4413915101e-11,0.013313396257,-3.7915852643e-10,5852.317
240,x,-78.50869752259823,+0.001,c2h4_pbe_+0001_x.out,pbe,c2h4,1,8,1e-06,1e-07,-1.0,0.023314677845,0.023314677845,5.9047296656e-12,7.4731769211e-09,4489.649
241,y,-176.1036534709328,+0.001,fh-oh_pbe_+0001_y.out,pbe,fh-oh,2,101,1e-06,1e-07,-1.0,1.2857100887,0.64506504704,0.012207622312,-1.1121117261,107386.5
242,y,-1318.130865614655,+0.001,scl2_pbe_+0001_y.out,pbe,scl2,1,16,1e-06,1e-07,-1.0,0.13797790481,2.5358976364e-08,0.071669025949,0.11790442288,20116.25
243,z,-225.3409225623732,-0.001,o3_pbe_-0001_z.out,pbe,o3,1,14,1e-06,1e-07,-1.0,0.26594086961,-1.5780019071e-11,2.497621221e-09,-0.26594086961,10868.65
244,z,-15.86570573994269,-0.001,beh2_pbe_-0001_z.out,pbe,beh2,1,6,1e-06,1e-07,-1.0,0.021644873494,-3.813961402e-12,-3.9266981121e-12,-0.021644873494,1617.455
245,z,-418.2024961308345,+0.001,ph2oh_pbe_+0001_z.out,pbe,ph2oh,1,12,1e-06,1e-07,-1.0,0.23628804167,-0.18496021747,-0.032540998363,-0.14339748958,10168.21
246,y,-213.0021368093014,+0.001,fco_pbe_+0001_y.out,pbe,fco,2,20,1e-06,1e-07,-1.0,0.30058149174,-0.29496281969,0.057846073153,-3.6642841165e-09,21168.34
247,z,-794.902156146036,-0.001,s2h2_lda_-0001_z.out,lda,s2h2,1,13,1e-06,1e-07,-1.0,0.40793218188,3.7016016095e-11,7.3000058369e-11,0.40793218188,12339.23
248,x,-527.34614715603,+0.001,ar_pbe_+0001_x.out,pbe,ar,1,7,1e-06,1e-07,-1.0,0.011940836863,0.011940836863,-1.2516272949e-11,-1.1979895629e-11,3162.213
249,y,-115.641864967067,-0.001,ch3oh_pbe_-0001_y.out,pbe,ch3oh,1,12,1e-06,1e-07,-1.0,0.61428732892,0.51767555111,0.33069766592,-5.3115079748e-11,6526.117
250,non,-422.7950136935352,0,bs_pbe_000.out,pbe,bs,2,37,1e-06,1e-07,-1.0,0.25994190693,3.3885082203e-07,-3.1015811283e-08,-0.25994190693,6362.031
251,x,-198.3540692850441,-0.001,f2_lda_-0001_x.out,lda,f2,1,12,1e-06,1e-07,-1.0,0.0070367837462,-0.0070367837462,-9.7117435642e-12,-2.5131259968e-09,6697.152
252,z,-95.05377468648254,-0.001,ch3nh2_lda_-0001_z.out,lda,ch3nh2,1,11,1e-06,1e-07,-1.0,0.53666042593,-0.10735057911,0.52520272971,-0.025344794855,6123.066
253,z,-363.110074928672,+0.001,sio_lda_+0001_z.out,lda,sio,1,10,1e-06,1e-07,-1.0,1.1381667634,-9.1180919671e-10,-5.1399767745e-09,-1.1381667634,5434.726
254,x,-138.7897840659179,+0.001,ch3f_lda_+0001_x.out,lda,ch3f,1,11,1e-06,1e-07,-1.0,0.66396603716,0.017466782492,1.4618875601e-05,-0.66373625017,5728.867
255,z,-25.88574208555966,-0.001,bh2_pbe_-0001_z.out,pbe,bh2,2,11,1e-06,1e-07,-1.0,0.20187087978,-4.5310727878e-12,0.200739354,-0.021343941977,4390.82
256,x,-341.2401948196072,-0.001,ph2_lda_-0001_x.out,lda,ph2,2,12,1e-06,1e-07,-1.0,0.22968250774,-0.029918719876,-1.0123324329e-11,0.22772554657,7875.629
257,x,-199.1394420136149,+0.001,mg_lda_+0001_x.out,lda,mg,1,8,1e-06,1e-07,-1.0,0.071400841347,0.071400841347,-7.6421134842e-12,-7.3148508352e-12,2464.91
258,x,-595.3562776487811,-0.001,sf2_lda_-0001_x.out,lda,sf2,1,13,1e-06,1e-07,-1.0,0.33316975489,-0.023994498184,5.0481048596e-08,0.33230460369,10574.19
259,z,-342.1730893865216,-0.001,alf_pbe_-0001_z.out,pbe,alf,1,9,1e-06,1e-07,-1.0,0.57831841319,4.6554304599e-10,-4.0891487514e-09,-0.57831841319,6015.378
260,y,-511.339880616356,-0.001,cso_pbe_-0001_y.out,pbe,cso,1,10,1e-06,1e-07,-1.0,0.30099597684,1.1872465497e-08,-0.026446817308,-0.29983185943,7955.661
261,x,-150.5511352720549,+0.001,hooh_lda_+0001_x.out,lda,hooh,1,11,1e-06,1e-07,-1.0,0.61709931999,0.014594508475,0.0012195949114,0.61692550899,5118.223
262,z,-748.9176899609776,+0.001,sih3cl_lda_+0001_z.out,lda,sih3cl,1,10,1e-06,1e-07,-1.0,0.44450500493,3.2975340895e-10,7.3035007675e-07,-0.44450500493,9329.308
263,x,-129.825667789292,+0.001,no_pbe_+0001_x.out,pbe,no,2,12,1e-06,1e-07,-1.0,0.090717581293,0.0097780727182,-1.0127663003e-11,0.090189072784,10155.83
264,y,-7.919630325006385,+0.001,lih_lda_+0001_y.out,lda,lih,1,8,1e-06,1e-07,-1.0,2.2068854854,-2.5826951669e-12,0.035042482231,-2.2066072532,1395.513
265,non,-291.7340337193265,0,sih4_pbe_000.out,pbe,sih4,1,11,1e-06,1e-07,-1.0,1.9775924144e-07,1.0538846196e-07,3.6407634241e-08,-1.6332934161e-07,1042.879
266,z,-34.32967572030699,-0.001,libh4_lda_-0001_z.out,lda,libh4,1,9,1e-06,1e-07,-1.0,2.3604885607,-6.9966432493e-12,-3.131459076e-05,-2.3604885605,3268.963
267,non,-95.77650336632874,0,ch3nh2_pbe_000.out,pbe,ch3nh2,1,19,1e-06,1e-07,-1.0,0.51855635762,-0.10068154603,0.50868843344,1.8178880912e-10,1772.685
268,x,-14.7256827975167,-0.001,li2_lda_-0001_x.out,lda,li2,1,8,1e-06,1e-07,-1.0,0.17054535697,-0.17054535697,-3.9808299736e-12,-2.0902079869e-11,1583.91
269,non,-995.1553744098246,0,ocl2_pbe_000.out,pbe,ocl2,1,34,1e-06,1e-07,-1.0,0.1831075251,-2.4425752425e-07,7.3422728799e-07,-0.1831075251,5740.793
270,y,-174.8061482852043,+0.001,of_pbe_+0001_y.out,pbe,of,2,13,1e-06,1e-07,-1.0,0.076710858424,7.9405019804e-06,0.0086068361891,0.076226492166,10801.35
271,x,-471.5438964321307,-0.001,so-trip_lda_-0001_x.out,lda,so-trip,3,14,1e-06,1e-07,-1.0,0.55265463234,-0.021350879567,1.2516497568e-11,-0.55224205072,14408.53
272,z,-83.87432942680633,+0.001,h2o-li_pbe_+0001_z.out,pbe,h2o-li,2,16,1e-06,1e-07,-1.0,1.207055393,0.047551998947,0.11385876435,1.2007321563,12103.33
273,z,-858.0511582773527,+0.001,scl_pbe_+0001_z.out,pbe,scl,2,17,1e-06,1e-07,-1.0,0.12183264114,-6.276177524e-10,5.2868969538e-10,0.12183264114,26246.9
274,z,-130.4078175061481,+0.001,hno_pbe_+0001_z.out,pbe,hno,1,14,1e-06,1e-07,-1.0,0.59736951147,-1.0656078079e-11,-0.50396464429,0.32073348833,5470.581
275,z,-290.0510061302797,-0.001,sih3_lda_-0001_z.out,lda,sih3,2,10,1e-06,1e-07,-1.0,0.02489255087,-2.5511558144e-10,-2.5952701099e-09,-0.02489255087,7511.367
276,x,-460.6443728103158,+0.001,hcl_pbe_+0001_x.out,pbe,hcl,1,8,1e-06,1e-07,-1.0,0.42068638842,0.018024417126,-3.2013680452e-10,0.42030008064,3562.181
277,y,-65.85417155215602,-0.001,ch3bh2_pbe_-0001_y.out,pbe,ch3bh2,1,11,1e-06,1e-07,-1.0,0.32141265512,0.039553882497,-0.31896956791,1.9184975559e-07,5696.996
278,x,-166.7676659197711,-0.001,nco_lda_-0001_x.out,lda,nco,2,22,1e-06,1e-07,-1.0,0.34176203137,-0.015914122396,9.9392077141e-09,0.34139131037,24405.08
279,y,-55.42547837454038,-0.001,nh2_lda_-0001_y.out,lda,nh2,2,9,1e-06,1e-07,-1.0,0.70170721137,-5.9452526553e-12,-0.013552895224,0.70157631767,3771.827
280,non,-213.0020879212429,0,fco_pbe_000.out,pbe,fco,2,37,1e-06,1e-07,-1.0,0.29793313449,-0.29522611197,0.04007112969,-2.9331406177e-07,6231.907
281,x,-55.42547749650929,-0.001,nh2_lda_-0001_x.out,lda,nh2,2,19,1e-06,1e-07,-1.0,0.70168919986,-0.011797115086,-4.6668290338e-12,0.70159002364,7430.992
282,z,-77.82746484268884,-0.001,c2h3_pbe_-0001_z.out,pbe,c2h3,2,18,1e-06,1e-07,-1.0,0.28468276869,-0.24296129579,-0.14664557967,-0.022564607279,14282.89
